1	532209	11419768	496470  	665882	20200717	20200717	100640	34				60	1BUREAU
2	529197	11419759	496461  	662739	20200717	20200717	102902		BB			60	1BUREAU
3	530074	11419713	496415  	663654	20200717	20200717	101431	770				60	1BUREAU
4	529170	11419711	496413  	662712	20200717	20200717	094632	502				60	1BUREAU
5	530071	11419652	496354  	663651	20200717	20200717	103102	296				60	1BUREAU
6	530073	11419651	496353  	663653	20200717	20200717	103121	281				60	1BUREAU
7	530090	11419650	496352  	663670	20200717	20200717	103046	552				60	1BUREAU
8	562008	11419564	496266  	698354	20200717	20200717	104308	1033				60	1BUREAU
9	531699	11430482	499817  	665363	20200717	20200717	112538	0				60	1BUREAU
10	578436	11538903	524978  	716213	20200717	20200717	091952	40				60	1BUREAU
11	485020	11511600	517147  	614873	20200717	20200717	092800	229				60	1BUREAU
12	578658	11496203	513485  	716435	20200717	20200717	100830	273				60	1BUREAU
13	485161	11496138	513420  	615023	20200717	20200717	111739	493				60	1BUREAU
14	575499	11495943	513225  	713070	20200717	20200717	104009	222				60	1BUREAU
15	549090	11487737	509530  	684231	20200717	20200717	150650	1458				60	1BUREAU
16	553620	11487704	509497  	688996	20200717	20200717	150349	0				60	1BUREAU
17	549284	11487519	509312  	684426	20200717	20200717	084035	263				60	1BUREAU
18	527253	11364546	479882  	660743	20200717	20200717	075317	774				113	1BUREAU
19	532985	11364545	479881  	666679	20200717	20200717	083442		AA			113	1BUREAU
20	527255	11364538	479874  	660745	20200717	20200717	073247	399				113	1BUREAU
21	527254	11364536	479872  	660744	20200717	20200717	073254	13				113	1BUREAU
22	527256	11364535	479871  	660746	20200717	20200717	073307	256				113	1BUREAU
23	527279	11364534	479870  	660769	20200717	20200717	073237	201				113	1BUREAU
24	526113	11430876	500211  	659544	20200717	20200717	070202	509				113	1BUREAU
25	529025	11430792	500127  	662565	20200717	20200717	083448		AA			113	1BUREAU
26	549834	11430731	500066  	685006	20200717	20200717	062225	24				113	1BUREAU
27	549836	11430635	499970  	685008	20200717	20200717	062244	0				113	1BUREAU
28	548109	11430528	499863  	683199	20200717	20200717	070715	796				113	1BUREAU
29	532586	11430456	499791  	666276	20200717	20200717	074448	869				113	1BUREAU
30	550614	11419955	496657  	685804	20200717	20200717	083301	44				113	1BUREAU
31	549151	11419954	496656  	684291	20200717	20200717	073029	544				113	1BUREAU
32	549157	11419953	496655  	684298	20200717	20200717	073043	545				113	1BUREAU
33	550649	11419952	496654  	685840	20200717	20200717	083332	0				113	1BUREAU
34	549849	11419951	496653  	685022	20200717	20200717	073055		AA			113	1BUREAU
35	554647	11419933	496635  	690083	20200717	20200717	064957	4				113	1BUREAU
36	527305	11419909	496611  	660795	20200717	20200717	082339	481				113	1BUREAU
37	549163	11419879	496581  	684304	20200717	20200717	065743	889				113	1BUREAU
38	549166	11419877	496579  	684307	20200717	20200717	065752	234				113	1BUREAU
39	550680	11419872	496574  	685873	20200717	20200717	063023		AA			113	1BUREAU
40	550568	11419871	496573  	685757	20200717	20200717	063512	469				113	1BUREAU
41	550678	11419870	496572  	685871	20200717	20200717	063032		AA			113	1BUREAU
42	550681	11419869	496571  	685874	20200717	20200717	063040		AA			113	1BUREAU
43	554671	11419863	496565  	690108	20200717	20200717	064932	0				113	1BUREAU
44	526046	11419767	496469  	659475	20200717	20200717	081912	0				113	1BUREAU
45	532937	11419766	496468  	666631	20200717	20200717	074612	373				113	1BUREAU
46	532981	11419765	496467  	666675	20200717	20200717	081922	496				113	1BUREAU
47	532596	11419757	496459  	666286	20200717	20200717	072251	1589				113	1BUREAU
48	550550	11419660	496362  	685738	20200717	20200717	083817	273				113	1BUREAU
49	553625	11419659	496361  	689001	20200717	20200717	083246	626				113	1BUREAU
50	550638	11419658	496360  	685828	20200717	20200717	080219	725				113	1BUREAU
51	549154	11419657	496359  	684295	20200717	20200717	073047	521				113	1BUREAU
52	532527	11430933	500268  	666213	20200717	20200717	074035	46				113	1BUREAU
53	573367	11496283	513564  	710694	20200717	20200717	064209	42				113	1BUREAU
54	573378	11496282	513563  	710707	20200717	20200717	064216	563				113	1BUREAU
55	560671	11496260	513541  	696920	20200717	20200717	075008		AT			113	1BUREAU
56	560663	11496258	513539  	696912	20200717	20200717	075035		AT			113	1BUREAU
57	573713	11496206	513488  	711048	20200717	20200717	063345	488				113	1BUREAU
58	533345	11430944	500279  	667060	20200717	20200717	094141	491				60	1BUREAU
59	532199	11430932	500267  	665872	20200717	20200717	100448	0				60	1BUREAU
60	530067	11430912	500247  	663647	20200717	20200717	104907	447				60	1BUREAU
61	552715	11430907	500242  	688055	20200717	20200717	151008	493				60	1BUREAU
62	530826	11430900	500235  	664421	20200717	20200717	101638		AT			60	1BUREAU
63	553599	11430765	500100  	688975	20200717	20200717	110459	0				60	1BUREAU
64	530803	11430679	500014  	664398	20200717	20200717	101957		AT			60	1BUREAU
65	530819	11430678	500013  	664414	20200717	20200717	101128		BB			60	1BUREAU
66	530818	11430677	500012  	664413	20200717	20200717	101145		BB			60	1BUREAU
67	533347	11430671	500006  	667062	20200717	20200717	110036	471				60	1BUREAU
68	532930	11430563	499898  	666623	20200717	20200717	095242	5				60	1BUREAU
69	533379	11430562	499897  	667097	20200717	20200717	095257	1143				60	1BUREAU
70	532804	11430561	499896  	666495	20200717	20200717	105851	311				60	1BUREAU
71	529209	11430560	499895  	662751	20200717	20200717	105714	373				60	1BUREAU
72	532197	11430558	499893  	665870	20200717	20200717	100722	257				60	1BUREAU
73	533392	11430534	499869  	667110	20200717	20200717	094318	444				60	1BUREAU
74	531702	11430483	499818  	665366	20200717	20200717	110740	82				60	1BUREAU
75	530020	11365609	480946  	663597	20200717	20200717	150524	1043				60	1BUREAU
76	529430	11365608	480945  	662976	20200717	20200717	150534	0				60	1BUREAU
77	529447	11365603	480940  	662993	20200717	20200717	153650	0				60	1BUREAU
78	529450	11365602	480939  	662996	20200717	20200717	153729	694				60	1BUREAU
79	530072	11365524	480861  	663652	20200717	20200717	103011	134				60	1BUREAU
80	530041	11365523	480860  	663620	20200717	20200717	102155	0				60	1BUREAU
81	530040	11365522	480859  	663619	20200717	20200717	102215	828				60	1BUREAU
82	530057	11365512	480849  	663637	20200717	20200717	103757	782				60	1BUREAU
83	532893	11365485	480822  	666586	20200717	20200717	152104	642				60	1BUREAU
84	529156	11365484	480821  	662698	20200717	20200717	094350	732				60	1BUREAU
85	532961	11365483	480820  	666655	20200717	20200717	152111	254				60	1BUREAU
86	529144	11365482	480819  	662686	20200717	20200717	094414	578				60	1BUREAU
87	530077	11365423	480760  	663657	20200717	20200717	103549	777				60	1BUREAU
88	530078	11365418	480755  	663658	20200717	20200717	103558	192				60	1BUREAU
89	533365	11365356	480693  	667082	20200717	20200717	150411	393				60	1BUREAU
90	532878	11365355	480692  	666571	20200717	20200717	151226	332				60	1BUREAU
