1	4496	10005599	10000164	105160	20210510	20210510	073857	1089				1	BUREAU
2	4550	10005582	10000147	105218	20210510	20210510	095641	4246				1	BUREAU
3	4553	10380828	11000751	250016	20210510	20210510	065912	2797				1	BUREAU
4	39414	10049501	10015480	141724	20210510	20210510	084336	2655				1	BUREAU
5	39600	10054886	10019462	141912	20210510	20210510	092345		AA			1	BUREAU
6	39636	10054595	10019171	141948	20210510	20210510	092324		AA			1	BUREAU
7	39640	10054591	10019167	141952	20210510	20210510	092637	8231				1	BUREAU
8	39643	10057596	10021469	141955	20210510	20210510	092603	2359				1	BUREAU
9	39712	10054756	10019332	142024	20210510	20210510	092535	2700				1	BUREAU
10	39715	10054648	10019224	142027	20210510	20210510	092629	1305				1	BUREAU
11	39724	10054596	10019172	982460	20210510	20210510	092408		AA			1	BUREAU
12	39728	10054597	10019173	142040	20210510	20210510	092614	3892.00				1	BUREAU
13	39731	10054896	10019472	142043	20210510	20210510	092359		AA			1	BUREAU
14	39791	10033434	118250  	142103	20210510	20210510	092336		AA			1	BUREAU
15	4606	10005588	10000153	105275	20210510	20210510	070533	6137				1	BUREAU
16	4607	10005665	10000230	105276	20210510	20210510	102921	2503				1	BUREAU
17	4611	10009428	10000246	105280	20210510	20210510	111829	2819				1	BUREAU
18	4636	10009425	10000243	105305	20210510	20210510	073841	3818				1	BUREAU
19	4674	10005601	10000166	105343	20210510	20210510	100241	13328				1	BUREAU
20	49347	10058461	10022183	187142	20210510	20210510	073713	1929				1	BUREAU
21	49352	10056895	10020746	151873	20210510	20210510	073725	0				1	BUREAU
22	49533	10056934	10020785	152054	20210510	20210510	080528	3703				1	BUREAU
23	49563	10057832	10021705	152084	20210510	20210510	110742	65				1	BUREAU
24	49565	10057445	10021297	152086	20210510	20210510	082754	1510				1	BUREAU
25	49566	10058518	10022240	152087	20210510	20210510	082806	1760				1	BUREAU
26	49599	10057821	10021694	152120	20210510	20210510	111721	1045				1	BUREAU
27	49602	10058462	10022184	152123	20210510	20210510	081224	1550				1	BUREAU
28	49604	10057082	10020933	152125	20210510	20210510	081214	5186				1	BUREAU
29	49606	10057083	10020934	152127	20210510	20210510	081038	0				1	BUREAU
30	49612	10057112	10020963	152133	20210510	20210510	081051	1732				1	BUREAU
31	49684	10057833	10021706	152228	20210510	20210510	104513	2508				1	BUREAU
32	51460	10216236	10029680	154051	20210510	20210510	070723	6000				1	BUREAU
33	51475	11031476	10075734	154066	20210510	20210510	082436	1437				1	BUREAU
34	51485	10060378	10024100	573968	20210510	20210510	083056	3131				1	BUREAU
35	51514	10061590	119869  	154108	20210510	20210510	092957	2882				1	BUREAU
36	51572	10058985	10022707	154167	20210510	20210510	082512	2338				1	BUREAU
37	51685	11058516	404408  	154282	20210510	20210510	082501	1011				1	BUREAU
38	51759	13306101	1093461 	154355	20210510	20210510	103627	46				1	BUREAU
39	51884	11058379	404271  	154484	20210510	20210510	093058	1101				1	BUREAU
40	51886	10061169	119448  	154486	20210510	20210510	093109	1117				1	BUREAU
41	51905	11055762	401654  	154505	20210510	20210510	094516	1316				1	BUREAU
42	51936	10067738	123759  	154536	20210510	20210510	111732	435				1	BUREAU
43	51971	10059005	10022727	154571	20210510	20210510	081249	1568				1	BUREAU
44	51973	10063425	121704  	154573	20210510	20210510	101300	4142				1	BUREAU
45	51979	11058067	403959  	154579	20210510	20210510	081116	1104				1	BUREAU
46	51982	10061576	119855  	992764	20210510	20210510	080020	1285				1	BUREAU
47	52006	10059021	10022743	154606	20210510	20210510	081241	1204				1	BUREAU
48	68957	13094199	1040508 	172034	20210510	20210510	105056	80				1	BUREAU
49	68959	12775577	929780  	172036	20210510	20210510	121423	174				1	BUREAU
50	68962	12775595	929798  	172039	20210510	20210510	121451	281				1	BUREAU
51	68974	10207967	135852  	172051	20210510	20210510	083504	729				1	BUREAU
52	69008	10207043	134928  	172085	20210510	20210510	100125	2777				1	BUREAU
53	69020	13290889	1082608 	172097	20210510	20210510	104253	40				1	BUREAU
54	69023	10207563	135448  	172100	20210510	20210510	120628	3769				1	BUREAU
55	69026	10207562	135447  	172103	20210510	20210510	120621	2203				1	BUREAU
56	69042	10206958	134843  	172119	20210510	20210510	113450		AD		1138210/4	1	BUREAU
57	69044	11203147	443452  	172121	20210510	20210510	113355	1117				1	BUREAU
58	69045	10079389	10026833	172122	20210510	20210510	093650	2162				1	BUREAU
59	69047	10082255	134271  	172124	20210510	20210510	102859	1464				1	BUREAU
60	69059	10074317	10025504	172137	20210510	20210510	090905	2801				1	BUREAU
61	69064	10219789	139270  	172144	20210510	20210510	102629	1544				1	BUREAU
62	4724	10010971	10001789	111004	20210510	20210510	080409	2614				1	BUREAU
63	4738	10005632	10000197	105408	20210510	20210510	102653	2727				1	BUREAU
64	67564	12496248	850938  	170610	20210510	20210510	122808	248				1	BUREAU
65	288202	10910144	347514  	406013	20210510	20210510	072533		AT		pintado	1	BUREAU
66	568061	11523864	521828  	704976	20210510	20210510	112118	822				1	BUREAU
67	609958	11667285	563384  	750406	20210510	20210510	102312	30				1	BUREAU
68	685688	11789238	610080  	832196	20210510	20210510	140031	493				1	BUREAU
69	701045	11833352	632689  	848767	20210510	20210510	115713	889				1	BUREAU
70	732178	12122688	714384  	882236	20210510	20210510	110458	314				1	BUREAU
71	732195	11984588	682798  	882253	20210510	20210510	091624	464				1	BUREAU
72	732196	11910759	659849  	882254	20210510	20210510	091626	887				1	BUREAU
73	4797	10005457	10000022	105473	20210510	20210510	104846	11503				1	BUREAU
74	4801	10005667	10000232	105477	20210510	20210510	100926	5373				1	BUREAU
75	4802	10010833	10001651	105478	20210510	20210510	101000	16503				1	BUREAU
76	4832	10021090	10004315	105506	20210510	20210510	072744	5552				1	BUREAU
77	1169929	13113245	1039226 	1340489	20210510	20210510	105726	11				1	BUREAU
78	1170852	13092420	1033274 	1341469	20210510	20210510	093603	0				1	BUREAU
79	1216907	13111836	1037817 	1390608	20210510	20210510	081303	31				1	BUREAU
80	1217001	12993271	999500  	1390702	20210510	20210510	123903	42				1	BUREAU
81	1251520	13242893	1071270 	1426121	20210510	20210510	082735	96				1	BUREAU
82	4911	10009573	10000391	105585	20210510	20210510	100746	4753				1	BUREAU
83	4916	10005591	10000156	105590	20210510	20210510	102401	3098				1	BUREAU
84	4920	10010130	10000948	105594	20210510	20210510	072635	2306				1	BUREAU
85	4923	10005666	10000231	105597	20210510	20210510	075013	4966				1	BUREAU
86	4933	10009420	10000238	105607	20210510	20210510	100833	3678				1	BUREAU
87	1314091	13335242	1101914 	1490426	20210510	20210510	073322	20				1	BUREAU
88	67565	12390228	813659  	170611	20210510	20210510	122801	587				1	BUREAU
89	67568	12496515	851204  	1477577	20210510	20210510	124041	254				1	BUREAU
90	67585	10074792	10025979	170631	20210510	20210510	101929	1722				1	BUREAU
91	67588	10074769	10025956	170634	20210510	20210510	101921	2511				1	BUREAU
92	67590	10207573	135458  	170636	20210510	20210510	131603		AD		138491/3	1	BUREAU
93	67592	10074776	10025963	170638	20210510	20210510	131855	290				1	BUREAU
94	67598	11858869	641027  	170644	20210510	20210510	104606	528				1	BUREAU
95	67600	11212162	439957  	539244	20210510	20210510	104611	1293				1	BUREAU
96	67603	10208634	136519  	170649	20210510	20210510	090056	1031				1	BUREAU
97	67612	10208434	136319  	170658	20210510	20210510	084427		AD		1135193/0	1	BUREAU
98	67634	12431867	826761  	170680	20210510	20210510	132019	699				1	BUREAU
99	67636	10206898	134783  	170682	20210510	20210510	131744	5099				1	BUREAU
100	67701	11368175	483002  	170750	20210510	20210510	122636	381				1	BUREAU
101	67705	10714363	10065164	1258014	20210510	20210510	105229	1565				1	BUREAU
